datetime,part_number,machine_number,temperature,pressure,speed,measurement
2023-01-04 04:00:00,P005,M02,172.75,51.5,1111.15,33.033
2023-01-04 04:00:00,P005,M03,173.79,55.77,1183.81,33.923
2023-01-04 06:00:00,P008,M01,183.81,47.49,1266.36,33.805
2023-01-04 06:00:00,P002,M02,182.8,48.73,1193.05,32.73
2023-01-04 06:00:00,P002,M03,176.05,47.89,1174.06,26.896
2023-01-04 08:00:00,P008,M01,199.87,54.59,1194.65,35.7
2023-01-04 08:00:00,P006,M02,181.78,50.66,1155.17,34.289
2023-01-04 08:00:00,P010,M03,178.42,59.94,1127.1,35.544
2023-01-04 10:00:00,P010,M01,183.31,51.71,1197.31,33.592
2023-01-04 10:00:00,P001,M02,190.16,51.28,1120.94,26.042
2023-01-04 10:00:00,P010,M03,184.31,59.23,1281.84,35.907
2023-01-04 12:00:00,P004,M01,171.49,54.92,1227.32,40.264
2023-01-04 12:00:00,P005,M02,184.85,46.77,1180.25,32.47
2023-01-04 12:00:00,P006,M03,174.17,45.64,1295.8,32.958
2023-01-04 14:00:00,P001,M01,195.79,46.12,1181.65,31.44
2023-01-04 14:00:00,P007,M02,192.82,46.8,1125.45,33.693
2023-01-04 14:00:00,P004,M03,176.93,51.53,1221.41,32.499
2023-01-04 16:00:00,P002,M01,189.4,47.87,1287.27,37.529
2023-01-04 16:00:00,P007,M02,195.63,48.55,1288.11,34.84
2023-01-04 16:00:00,P001,M03,170.13,45.43,1148.22,30.537
2023-01-04 18:00:00,P002,M01,170.15,59.91,1128.38,38.6
2023-01-04 18:00:00,P008,M02,196.01,49.99,1290.76,32.575
2023-01-04 18:00:00,P002,M03,184.81,46.55,1256.13,27.389
2023-01-04 20:00:00,P002,M01,171.82,59.64,1141.37,38.783
2023-01-04 20:00:00,P007,M02,191.02,51.79,1216.83,35.196
2023-01-04 20:00:00,P010,M03,184.07,46.11,1204.25,32.506
2023-01-04 22:00:00,P001,M01,197.28,45.36,1190.19,31.288
2023-01-04 22:00:00,P001,M02,171.04,54.3,1190.64,26.105
2023-01-04 22:00:00,P009,M03,176.24,50.56,1224.72,31.849
2023-01-05 00:00:00,P004,M01,191.18,52.5,1229.81,40.667
2023-01-05 00:00:00,P004,M02,190.3,53.2,1238.99,31.976
2023-01-05 00:00:00,P008,M03,174.01,47.52,1175.13,30.991
2023-01-05 02:00:00,P008,M01,198.55,50.79,1135.05,34.734
2023-01-05 02:00:00,P009,M02,183.89,47.72,1229.34,31.56
2023-01-05 02:00:00,P006,M03,173.44,51.18,1297.1,33.759
2023-01-05 04:00:00,P005,M01,174.31,52.92,1236.36,30.603
2023-01-05 04:00:00,P006,M02,176.72,54.53,1182.35,35.167
2023-01-05 04:00:00,P002,M03,196.1,55.33,1201.76,29.227
2023-01-05 06:00:00,P005,M01,192.81,59.22,1175.95,32.478
2023-01-05 06:00:00,P008,M02,194.34,58.25,1296.47,34.334
2023-01-05 06:00:00,P002,M03,174.6,45.49,1171.93,26.384
2023-01-05 08:00:00,P007,M01,174.43,52.47,1104.93,33.523
2023-01-05 08:00:00,P004,M02,198.1,51.13,1203.72,31.895
2023-01-05 08:00:00,P008,M03,175.72,50.1,1143.6,31.421
2023-01-05 10:00:00,P006,M01,199.9,58.47,1213.08,30.857
2023-01-05 10:00:00,P006,M02,181.61,51.88,1268.0,34.895
2023-01-05 10:00:00,P008,M03,177.72,47.12,1142.15,30.983
2023-01-05 12:00:00,P001,M01,177.62,56.15,1117.77,32.451
2023-01-05 12:00:00,P001,M02,189.49,47.92,1243.24,25.649
2023-01-05 12:00:00,P010,M03,193.6,52.72,1297.0,34.765
2023-01-05 14:00:00,P006,M01,182.94,57.72,1146.58,29.641
2023-01-05 14:00:00,P006,M02,191.14,58.41,1263.01,36.86
2023-01-05 14:00:00,P007,M03,175.13,53.95,1146.72,36.852
2023-01-05 16:00:00,P005,M01,172.21,57.05,1102.54,30.945
2023-01-05 16:00:00,P005,M02,170.29,47.64,1266.61,32.471
2023-01-05 16:00:00,P001,M03,173.06,57.39,1121.51,32.656
2023-01-05 18:00:00,P003,M01,188.44,58.29,1122.33,33.705
2023-01-05 18:00:00,P002,M02,192.56,49.99,1183.24,33.398
2023-01-05 18:00:00,P003,M03,174.89,53.99,1205.53,25.973
2023-01-05 20:00:00,P005,M01,193.2,46.17,1114.55,29.547
2023-01-05 20:00:00,P007,M02,198.25,50.64,1294.68,35.372
2023-01-05 20:00:00,P008,M03,179.34,51.31,1101.4,31.587
2023-01-05 22:00:00,P001,M01,199.22,48.15,1113.97,31.826
2023-01-05 22:00:00,P009,M02,181.15,47.59,1218.08,31.372
2023-01-05 22:00:00,P003,M03,172.26,54.4,1120.15,25.728
2023-01-06 00:00:00,P009,M01,184.95,55.17,1113.45,33.664
2023-01-06 00:00:00,P001,M02,170.35,58.56,1220.2,26.973
2023-01-06 00:00:00,P007,M03,195.84,57.68,1299.31,39.482
2023-01-06 02:00:00,P003,M01,184.68,59.1,1280.88,34.147
2023-01-06 02:00:00,P010,M02,172.78,45.09,1128.64,36.251
2023-01-06 02:00:00,P005,M03,183.3,58.51,1160.65,35.151
2023-01-06 04:00:00,P005,M01,173.75,51.31,1110.26,29.766
2023-01-06 04:00:00,P010,M02,191.98,51.6,1229.91,39.05
2023-01-06 04:00:00,P003,M03,188.89,48.11,1216.71,25.637
2023-01-06 06:00:00,P004,M01,193.03,54.99,1281.76,41.572
2023-01-06 06:00:00,P001,M02,182.29,49.86,1222.62,25.683
2023-01-06 06:00:00,P006,M03,185.3,56.27,1224.51,34.732
2023-01-06 08:00:00,P002,M01,174.3,48.43,1141.11,36.151
2023-01-06 08:00:00,P002,M02,179.67,57.29,1262.85,34.884
2023-01-06 08:00:00,P008,M03,186.79,50.47,1218.8,32.005
2023-01-06 10:00:00,P006,M01,177.82,56.83,1250.8,29.381
2023-01-06 10:00:00,P007,M02,192.81,54.23,1197.18,35.774
2023-01-06 10:00:00,P005,M03,176.89,51.93,1217.29,33.389
2023-01-06 12:00:00,P004,M01,195.77,50.71,1126.7,39.989
2023-01-06 12:00:00,P005,M02,186.22,55.14,1134.56,34.282
2023-01-06 12:00:00,P002,M03,194.27,58.44,1121.93,29.422
2023-01-06 14:00:00,P003,M01,195.42,59.0,1189.04,34.321
2023-01-06 14:00:00,P010,M02,188.62,47.0,1145.95,37.609
2023-01-06 14:00:00,P008,M03,199.71,57.88,1283.91,33.815
2023-01-06 16:00:00,P010,M01,175.34,51.01,1146.49,32.94
2023-01-06 16:00:00,P010,M02,199.87,54.26,1263.19,40.149
2023-01-06 16:00:00,P007,M03,176.01,53.07,1135.37,36.629
2023-01-06 18:00:00,P007,M01,196.05,58.53,1173.03,36.407
2023-01-06 18:00:00,P006,M02,178.93,47.09,1273.34,33.592
2023-01-06 18:00:00,P005,M03,184.9,52.02,1287.75,34.256
2023-01-06 20:00:00,P007,M01,177.01,58.16,1156.8,35.099
2023-01-06 20:00:00,P008,M02,196.87,52.67,1241.83,33.053
2023-01-06 20:00:00,P002,M03,174.89,58.4,1195.71,28.929
2023-01-06 22:00:00,P003,M01,177.31,51.32,1105.32,31.998
2023-01-06 22:00:00,P005,M02,178.73,51.26,1139.07,33.234
2023-01-06 22:00:00,P006,M03,188.08,50.64,1187.93,33.853
2023-01-07 00:00:00,P009,M01,182.02,45.8,1287.52,32.131
2023-01-07 00:00:00,P009,M02,196.11,51.94,1233.21,33.131
2023-01-07 00:00:00,P010,M03,174.48,52.46,1170.36,33.587
2023-01-07 02:00:00,P007,M01,199.39,49.02,1262.81,35.023
2023-01-07 02:00:00,P008,M02,170.92,51.22,1105.91,30.698
2023-01-07 02:00:00,P005,M03,174.77,56.57,1112.51,33.929
2023-01-07 04:00:00,P008,M01,180.02,45.22,1129.56,32.588
2023-01-07 04:00:00,P006,M02,199.43,57.78,1124.8,36.646
2023-01-07 04:00:00,P005,M03,192.07,57.68,1175.22,35.612
2023-01-07 06:00:00,P003,M01,187.91,54.37,1219.84,33.292
2023-01-07 06:00:00,P006,M02,180.71,55.44,1276.92,35.757
2023-01-07 06:00:00,P007,M03,173.12,47.46,1135.0,35.096
2023-01-07 08:00:00,P005,M01,183.25,53.32,1234.48,31.028
2023-01-07 08:00:00,P003,M02,194.04,56.7,1265.68,31.722
2023-01-07 08:00:00,P007,M03,184.85,55.26,1209.28,37.926
2023-01-07 10:00:00,P010,M01,197.69,54.54,1286.09,35.034
2023-01-07 10:00:00,P005,M02,179.85,47.3,1279.93,32.696
2023-01-07 10:00:00,P001,M03,178.09,51.82,1145.0,32.114
2023-01-07 12:00:00,P005,M01,173.09,47.23,1296.53,29.569
2023-01-07 12:00:00,P003,M02,187.16,57.8,1288.82,31.573
2023-01-07 12:00:00,P004,M03,170.19,45.22,1287.93,30.972
2023-01-07 14:00:00,P007,M01,180.25,45.67,1158.27,32.767
2023-01-07 14:00:00,P005,M02,192.6,51.35,1191.43,33.838
2023-01-07 14:00:00,P006,M03,187.28,58.16,1286.96,35.311
2023-01-07 16:00:00,P010,M01,171.39,56.39,1152.44,33.78
2023-01-07 16:00:00,P008,M02,189.11,50.39,1150.49,31.737
2023-01-07 16:00:00,P010,M03,182.2,45.87,1267.81,32.559
2023-01-07 18:00:00,P006,M01,173.93,55.31,1292.62,29.027
2023-01-07 18:00:00,P010,M02,196.17,48.95,1137.49,38.428
2023-01-07 18:00:00,P001,M03,189.91,53.56,1264.41,33.483
2023-01-07 20:00:00,P003,M01,173.86,47.11,1154.38,31.328
2023-01-07 20:00:00,P004,M02,183.8,53.66,1203.66,31.69
2023-01-07 20:00:00,P010,M03,175.19,50.82,1167.29,33.201
2023-01-07 22:00:00,P007,M01,174.61,56.89,1248.74,35.005
2023-01-07 22:00:00,P006,M02,186.03,49.87,1272.69,34.566
2023-01-07 22:00:00,P008,M03,186.85,50.61,1158.23,31.898
2023-01-08 00:00:00,P007,M01,179.64,58.36,1169.88,35.336
2023-01-08 00:00:00,P004,M02,178.31,47.0,1135.65,30.072
2023-01-08 00:00:00,P001,M03,198.17,45.82,1248.97,32.494
2023-01-08 02:00:00,P005,M01,190.04,54.23,1190.45,31.371
2023-01-08 02:00:00,P001,M02,182.77,53.4,1194.37,26.4
2023-01-08 02:00:00,P003,M03,190.99,58.64,1223.21,27.41
2023-01-08 04:00:00,P008,M01,180.05,51.95,1235.67,34.195
2023-01-08 04:00:00,P008,M02,178.79,53.43,1168.98,31.916
2023-01-08 04:00:00,P001,M03,186.33,46.68,1123.44,31.555
2023-01-08 06:00:00,P002,M01,175.02,50.47,1275.18,37.333
2023-01-08 06:00:00,P007,M02,177.7,46.29,1291.64,33.661
2023-01-08 06:00:00,P003,M03,182.73,57.13,1276.57,27.036
2023-01-08 08:00:00,P008,M01,195.51,45.01,1138.76,33.606
2023-01-08 08:00:00,P005,M02,190.16,58.93,1231.65,35.515
2023-01-08 08:00:00,P007,M03,171.07,54.47,1292.15,37.169
2023-01-08 10:00:00,P003,M01,175.56,58.79,1233.19,33.526
2023-01-08 10:00:00,P004,M02,191.45,57.56,1246.51,32.84
2023-01-08 10:00:00,P003,M03,182.76,59.51,1127.58,27.088
2023-01-08 12:00:00,P007,M01,181.2,49.86,1296.18,34.213
2023-01-08 12:00:00,P007,M02,180.04,47.63,1143.76,33.572
2023-01-08 12:00:00,P003,M03,173.95,45.42,1263.36,24.727
2023-01-08 14:00:00,P001,M01,189.73,56.04,1197.23,33.22
2023-01-08 14:00:00,P004,M02,179.38,46.33,1160.65,30.053
2023-01-08 14:00:00,P002,M03,188.14,48.1,1194.36,27.542
2023-01-08 16:00:00,P007,M01,187.5,50.44,1211.41,34.337
2023-01-08 16:00:00,P010,M02,188.98,57.46,1107.33,39.882
2023-01-08 16:00:00,P008,M03,197.23,59.45,1255.25,33.93
2023-01-08 18:00:00,P001,M01,192.52,58.9,1234.22,34.126
2023-01-08 18:00:00,P007,M02,182.76,46.24,1261.42,33.737
2023-01-08 18:00:00,P008,M03,199.46,48.3,1146.44,31.949
2023-01-08 20:00:00,P006,M01,194.96,56.89,1246.89,30.387
2023-01-08 20:00:00,P008,M02,192.39,56.4,1287.03,33.76
2023-01-08 20:00:00,P007,M03,188.71,57.55,1274.45,38.961
2023-01-08 22:00:00,P010,M01,193.42,51.93,1220.51,34.102
2023-01-08 22:00:00,P003,M02,171.56,59.73,1231.76,30.773
2023-01-08 22:00:00,P002,M03,172.17,50.59,1203.66,27.337
2023-01-09 00:00:00,P006,M01,170.42,56.39,1169.99,28.751
2023-01-09 00:00:00,P005,M02,193.49,53.1,1216.05,34.3
2023-01-09 00:00:00,P002,M03,172.18,56.99,1239.56,28.7
2023-01-09 02:00:00,P007,M01,193.04,51.38,1240.82,35.016
2023-01-09 02:00:00,P009,M02,185.73,45.03,1259.42,31.15
2023-01-09 02:00:00,P009,M03,187.76,48.25,1298.94,32.472
2023-01-09 04:00:00,P007,M01,191.28,52.68,1120.64,34.744
2023-01-09 04:00:00,P009,M02,177.37,52.25,1144.69,32.016
2023-01-09 04:00:00,P004,M03,186.37,45.68,1263.39,32.104
2023-01-09 06:00:00,P010,M01,170.78,52.01,1222.83,33.179
2023-01-09 06:00:00,P010,M02,177.47,50.5,1236.83,38.067
2023-01-09 06:00:00,P009,M03,194.8,57.49,1214.96,34.333
2023-01-09 08:00:00,P002,M01,189.08,54.7,1211.39,38.857
2023-01-09 08:00:00,P005,M02,171.95,52.28,1226.99,33.459
2023-01-09 08:00:00,P004,M03,192.97,48.21,1132.69,32.742
2023-01-09 10:00:00,P008,M01,178.14,55.9,1103.74,34.183
2023-01-09 10:00:00,P008,M02,186.26,45.97,1267.57,31.041
2023-01-09 10:00:00,P008,M03,175.35,46.65,1136.63,30.811
2023-01-09 12:00:00,P004,M01,192.71,45.97,1117.17,38.67
2023-01-09 12:00:00,P004,M02,173.5,52.9,1270.71,31.132
2023-01-09 12:00:00,P006,M03,181.0,47.82,1254.19,33.393
2023-01-09 14:00:00,P003,M01,182.07,48.01,1294.57,32.34
2023-01-09 14:00:00,P002,M02,199.4,49.58,1128.66,33.309
2023-01-09 14:00:00,P002,M03,170.19,55.0,1271.86,28.452
2023-01-09 16:00:00,P002,M01,189.54,47.52,1215.15,37.169
2023-01-09 16:00:00,P006,M02,190.85,48.53,1208.31,34.266
2023-01-09 16:00:00,P003,M03,171.07,51.68,1288.76,25.727
2023-01-09 18:00:00,P008,M01,196.92,55.57,1143.84,35.472
2023-01-09 18:00:00,P001,M02,175.85,58.49,1271.2,27.296
2023-01-09 18:00:00,P010,M03,187.9,58.9,1242.23,35.961
2023-01-09 20:00:00,P004,M01,171.94,48.71,1136.95,38.46
2023-01-09 20:00:00,P008,M02,195.22,58.57,1109.79,33.666
2023-01-09 20:00:00,P010,M03,198.65,50.69,1244.84,34.377
2023-01-09 22:00:00,P003,M01,191.43,50.61,1266.85,33.105
2023-01-09 22:00:00,P006,M02,182.0,59.29,1242.13,36.667
2023-01-09 22:00:00,P001,M03,198.19,49.02,1128.17,32.666
2023-01-10 00:00:00,P005,M01,186.47,55.21,1185.21,31.377
2023-01-10 00:00:00,P004,M02,194.15,47.17,1233.86,31.1
2023-01-10 00:00:00,P001,M03,178.24,57.51,1233.97,33.42
2023-01-10 02:00:00,P007,M01,179.43,58.24,1133.22,35.149
2023-01-10 02:00:00,P003,M02,181.25,54.85,1291.04,30.659
2023-01-10 02:00:00,P010,M03,182.31,48.48,1163.98,32.916
2023-01-10 04:00:00,P005,M01,196.78,51.27,1234.21,31.136
2023-01-10 04:00:00,P009,M02,171.85,56.52,1290.89,33.139
2023-01-10 04:00:00,P005,M03,188.97,59.31,1115.33,35.538
2023-01-10 06:00:00,P001,M01,177.44,47.98,1135.38,30.742
2023-01-10 06:00:00,P002,M02,192.82,50.28,1275.56,33.875
2023-01-10 06:00:00,P008,M03,172.36,57.55,1283.45,32.78
2023-01-10 08:00:00,P008,M01,192.74,49.36,1227.4,34.474
2023-01-10 08:00:00,P004,M02,177.08,54.77,1158.24,31.432
2023-01-10 08:00:00,P009,M03,180.0,58.2,1297.63,33.615
2023-01-10 10:00:00,P010,M01,178.61,48.44,1193.26,32.727
2023-01-10 10:00:00,P006,M02,184.01,53.98,1205.28,35.353
2023-01-10 10:00:00,P008,M03,192.46,56.88,1254.55,33.368
2023-01-10 12:00:00,P009,M01,176.99,58.48,1277.41,34.689
2023-01-10 12:00:00,P001,M02,192.72,47.84,1234.36,25.761
2023-01-10 12:00:00,P008,M03,176.8,51.2,1132.57,31.546
2023-01-10 14:00:00,P004,M01,193.97,52.9,1244.69,40.966
2023-01-10 14:00:00,P003,M02,183.43,55.79,1134.22,30.617
2023-01-10 14:00:00,P003,M03,190.06,50.88,1149.04,25.903
2023-01-10 16:00:00,P010,M01,173.59,49.23,1267.74,32.872
2023-01-10 16:00:00,P006,M02,173.26,58.51,1111.39,35.832
2023-01-10 16:00:00,P007,M03,193.78,59.02,1195.7,39.392
2023-01-10 18:00:00,P002,M01,176.43,48.14,1259.78,36.745
2023-01-10 18:00:00,P009,M02,197.99,57.81,1149.89,34.305
2023-01-10 18:00:00,P001,M03,172.56,49.71,1115.18,31.362
2023-01-10 20:00:00,P001,M01,180.7,47.27,1271.77,31.022
2023-01-10 20:00:00,P002,M02,195.93,49.82,1214.44,33.62
2023-01-10 20:00:00,P001,M03,177.61,56.11,1194.55,32.973
2023-01-10 22:00:00,P005,M01,196.95,55.7,1171.28,31.843
2023-01-10 22:00:00,P007,M02,193.19,50.22,1175.5,34.764
2023-01-10 22:00:00,P007,M03,195.9,45.14,1138.33,35.911
2023-01-11 00:00:00,P005,M01,171.04,45.33,1106.93,28.439
2023-01-11 00:00:00,P009,M02,188.51,48.12,1165.74,31.736
2023-01-11 00:00:00,P002,M03,173.11,58.17,1150.56,28.593
2023-01-11 02:00:00,P005,M01,178.83,46.83,1205.23,29.375
2023-01-11 02:00:00,P006,M02,180.54,57.68,1132.32,35.936
2023-01-11 02:00:00,P002,M03,194.07,56.53,1199.09,29.36
2023-01-11 04:00:00,P004,M01,175.41,55.38,1268.24,40.712
2023-01-11 04:00:00,P004,M02,179.43,52.8,1262.02,31.494
2023-01-11 04:00:00,P008,M03,190.02,50.46,1201.3,32.022
2023-01-11 06:00:00,P004,M01,188.41,53.59,1293.94,41.039
2023-01-11 06:00:00,P003,M02,182.99,48.93,1131.24,29.444
2023-01-11 06:00:00,P005,M03,181.13,56.74,1117.5,34.405
2023-01-11 08:00:00,P004,M01,190.03,50.94,1272.59,40.408
2023-01-11 08:00:00,P002,M02,180.02,50.49,1107.0,32.589
2023-01-11 08:00:00,P009,M03,185.89,56.51,1205.95,33.54
2023-01-11 10:00:00,P009,M01,188.7,48.99,1132.51,32.477
2023-01-11 10:00:00,P008,M02,196.85,53.82,1288.14,33.499
2023-01-11 10:00:00,P001,M03,177.61,51.68,1224.39,32.325
2023-01-11 12:00:00,P007,M01,180.83,57.74,1161.17,35.308
2023-01-11 12:00:00,P008,M02,176.02,55.19,1149.68,32.02
2023-01-11 12:00:00,P006,M03,177.7,56.23,1204.95,34.369
2023-01-11 14:00:00,P002,M01,198.97,45.81,1299.36,37.646
2023-01-11 14:00:00,P010,M02,182.35,52.67,1213.38,38.673
2023-01-11 14:00:00,P001,M03,192.91,47.55,1188.78,32.354
2023-01-11 16:00:00,P009,M01,175.23,54.04,1190.37,33.288
2023-01-11 16:00:00,P007,M02,185.67,53.7,1278.9,35.772
2023-01-11 16:00:00,P010,M03,187.63,57.34,1145.63,35.338
